"","parm_cd","description","characteristicname","measureunitcode","resultsamplefraction","resulttemperaturebasis","resultstatisticalbasis","resulttimebasis","resultweightbasis","resultparticlesizebasis","last_rev_dt"
"200","00902","Noncarbonate hardness, water, unfiltered, field, milligrams per liter as calcium carbonate","Hardness, non-carbonate","mg/l CaCO3","Total","","","","","","2008-02-21"
"201","00903","Noncarbonate hardness, water, unfiltered, lab, milligrams per liter as calcium carbonate","Hardness, non-carbonate","mg/l CaCO3","Total","","","","","","2008-02-21"
"202","00904","Noncarbonate hardness, water, filtered, field, milligrams per liter as calcium carbonate","Hardness, non-carbonate","mg/l CaCO3","Dissolved","","","","","","2008-02-21"
"203","00905","Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate","Hardness, non-carbonate","mg/l CaCO3","Dissolved","","","","","","2008-02-21"
"204","00906","Hardness, water, filtered, calculated, milligrams per liter as calcium carbonate","Total hardness -- SDWA NPDWR","mg/l CaCO3","Dissolved","","","","","","2008-02-21"
"205","00907","Hardness, water, unfiltered, calculated, milligrams per liter as calcium carbonate","Total hardness -- SDWA NPDWR","mg/l CaCO3","Total","","","","","","2008-02-21"
"206","00908","Hardness, water, filtered, measured, milligrams per liter as calcium carbonate","Total hardness -- SDWA NPDWR","mg/l CaCO3","Dissolved","","","","","","2008-02-21"
"207","00909","Hardness, water, unfiltered, measured, milligrams per liter as calcium carbonate","Total hardness -- SDWA NPDWR","mg/l CaCO3","Total","","","","","","2008-02-21"
"208","00910","Calcium, water, unfiltered, milligrams per liter as calcium carbonate","Calcium","mg/l CaCO3","Total","","","","","","2008-02-21"
"209","00915","Calcium, water, filtered, milligrams per liter","Calcium","mg/l","Dissolved","","","","","","2008-03-25"
"210","00916","Calcium, water, unfiltered, recoverable, milligrams per liter","Calcium","mg/l","Recoverable","","","","","","2008-02-21"
"211","00917","Calcium, bed sediment, recoverable, dry weight, milligrams per kilogram","Calcium","mg/kg","Bed Sediment","","","","Dry","","2008-03-25"
"212","00918","Calcium, water, unfiltered, recoverable, milligrams per liter","Calcium","mg/l","Recoverable","","","","","","2008-03-25"
"213","00920","Magnesium, water, unfiltered, milligrams per liter as calcium carbonate","Magnesium","mg/l CaCO3","Total","","","","","","2008-02-21"
"214","00921","Magnesium, water, unfiltered, recoverable, milligrams per liter","Magnesium","mg/l","Recoverable","","","","","","2008-03-25"
"215","00923","Sodium, water, unfiltered, recoverable, milligrams per liter","Sodium","mg/l","Recoverable","","","","","","2008-02-21"
"216","00924","Magnesium, bed sediment, recoverable, dry weight, milligrams per kilogram","Magnesium","mg/kg","Bed Sediment","","","","Dry","","2008-03-25"
"217","00925","Magnesium, water, filtered, milligrams per liter","Magnesium","mg/l","Dissolved","","","","","","2008-02-21"
"218","00926","Magnesium, suspended sediment, total, milligrams per liter","Magnesium","mg/l","Suspended","","","","","","2008-02-21"
"219","00927","Magnesium, water, unfiltered, recoverable, milligrams per liter","Magnesium","mg/l","Recoverable","","","","","","2008-02-21"
"220","00929","Sodium, water, unfiltered, recoverable, milligrams per liter","Sodium","mg/l","Recoverable","","","","","","2008-02-21"
"221","00930","Sodium, water, filtered, milligrams per liter","Sodium","mg/l","Dissolved","","","","","","2008-02-21"
"222","00931","Sodium adsorption ratio, water, number","Sodium adsorption ratio","None","","","","","","","2008-02-21"
"223","00932","Sodium fraction of cations, water, percent in equivalents of major cations","Sodium, percent total cations","%","","","","","","","2008-02-21"
"224","00933","Sodium plus potassium, water, filtered, milligrams per liter as sodium","Sodium plus potassium","mg/l as Na","Dissolved","","","","","","2008-02-21"
"225","00934","Sodium, bed sediment, recoverable, dry weight, milligrams per kilogram","Sodium","mg/kg","Bed Sediment","","","","Dry","","2008-03-25"
"226","00935","Potassium, water, filtered, milligrams per liter","Potassium","mg/l","Dissolved","","","","","","2008-02-21"
"227","00937","Potassium, water, unfiltered, recoverable, milligrams per liter","Potassium","mg/l","Recoverable","","","","","","2008-02-21"
"228","00938","Potassium, bed sediment, recoverable, dry weight, milligrams per kilogram","Potassium","mg/kg","Bed Sediment","","","","Dry","","2008-03-25"
"229","00939","Potassium, water, unfiltered, recoverable, milligrams per liter","Potassium","mg/l","Recoverable","","","","","","2008-02-21"
"230","00940","Chloride, water, filtered, milligrams per liter","Chloride","mg/l","Dissolved","","","","","","2008-02-21"
"231","00945","Sulfate, water, filtered, milligrams per liter","Sulfate","mg/l","Dissolved","","","","","","2008-02-21"
"232","00946","Sulfate, water, unfiltered, milligrams per liter","Sulfate","mg/l","Total","","","","","","2008-02-21"
"233","00950","Fluoride, water, filtered, milligrams per liter","Fluoride","mg/l","Dissolved","","","","","","2008-02-21"
"234","00951","Fluoride, water, unfiltered, milligrams per liter","Fluoride","mg/l","Total","","","","","","2008-02-21"
"235","00953","Fluorine, water, unfiltered, micrograms per liter","Fluorine","ug/l","Total","","","","","","2008-02-21"
"236","00954","Silica, water, unfiltered, recoverable, micrograms per liter as SiO2","Silica","ug/l","Recoverable","","","","","","2009-05-18"
"237","00955","Silica, water, filtered, milligrams per liter as SiO2","Silica","mg/l","Dissolved","","","","","","2008-09-23"
"238","00956","Silica, water, unfiltered, milligrams per liter as SiO2","Silica","mg/l","Total","","","","","","2008-09-23"
"239","00978","Arsenic, water, unfiltered, recoverable, micrograms per liter","Arsenic","ug/l","Recoverable","","","","","","2009-05-18"
"240","00985","Vanadium, water, unfiltered, recoverable, micrograms per liter","Vanadium","ug/l","Recoverable","","","","","","2009-05-18"
"241","00998","Beryllium, water, unfiltered, recoverable, micrograms per liter","Beryllium","ug/l","Recoverable","","","","","","2008-02-21"
"242","00999","Boron, water, unfiltered, recoverable, micrograms per liter","Boron","ug/l","Recoverable","","","","","","2008-02-21"
"243","01000","Arsenic, water, filtered, micrograms per liter","Arsenic","ug/l","Dissolved","","","","","","2008-02-21"
"244","01001","Arsenic, suspended sediment, total, micrograms per liter","Arsenic","ug/l","Suspended","","","","","","2008-02-21"
"245","01002","Arsenic, water, unfiltered, micrograms per liter","Arsenic","ug/l","Total","","","","","","2008-02-21"
"246","01003","Arsenic, bed sediment, total digestion, dry weight, milligrams per kilogram","Arsenic","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"247","01005","Barium, water, filtered, micrograms per liter","Barium","ug/l","Dissolved","","","","","","2008-02-21"
"248","01006","Barium, suspended sediment, recoverable, micrograms per liter","Barium","ug/l","Suspended","","","","","","2008-02-21"
"249","01007","Barium, water, unfiltered, recoverable, micrograms per liter","Barium","ug/l","Recoverable","","","","","","2008-02-21"
"250","01008","Barium, bed sediment, recoverable, dry weight, milligrams per kilogram","Barium","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"251","01009","Barium, water, unfiltered, recoverable, micrograms per liter","Barium","ug/l","Recoverable","","","","","","2008-02-21"
"252","01010","Beryllium, water, filtered, micrograms per liter","Beryllium","ug/l","Dissolved","","","","","","2008-02-21"
"253","01011","Beryllium, suspended sediment, recoverable, micrograms per liter","Beryllium","ug/l","Suspended","","","","","","2008-02-21"
"254","01012","Beryllium, water, unfiltered, recoverable, micrograms per liter","Beryllium","ug/l","Recoverable","","","","","","2008-02-21"
"255","01013","Beryllium, bed sediment, recoverable, dry weight, milligrams per kilogram","Beryllium","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"256","01015","Bismuth, water, filtered, micrograms per liter","Bismuth","ug/l","Dissolved","","","","","","2008-02-21"
"257","01016","Bismuth, suspended sediment, micrograms per liter","Bismuth","ug/l","Suspended","","","","","","2008-02-21"
"258","01017","Bismuth, water, unfiltered, micrograms per liter","Bismuth","ug/l","Total","","","","","","2008-02-21"
"259","01020","Boron, water, filtered, micrograms per liter","Boron","ug/l","Dissolved","","","","","","2008-02-21"
"260","01021","Boron, suspended sediment, recoverable, micrograms per liter","Boron","ug/l","Suspended","","","","","","2008-02-21"
"261","01022","Boron, water, unfiltered, recoverable, micrograms per liter","Boron","ug/l","Recoverable","","","","","","2008-02-21"
"262","01023","Boron, bed sediment, recoverable, dry weight, milligrams per kilogram","Boron","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"263","01025","Cadmium, water, filtered, micrograms per liter","Cadmium","ug/l","Dissolved","","","","","","2008-02-21"
"264","01026","Cadmium, suspended sediment, recoverable, micrograms per liter","Cadmium","ug/l","Suspended","","","","","","2008-02-21"
"265","01027","Cadmium, water, unfiltered, micrograms per liter","Cadmium","ug/l","Total","","","","","","2008-02-21"
"266","01028","Cadmium, bed sediment, recoverable, dry weight, milligrams per kilogram","Cadmium","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"267","01029","Chromium, bed sediment, recoverable, dry weight, milligrams per kilogram","Chromium","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"268","01030","Chromium, water, filtered, micrograms per liter","Chromium","ug/l","Dissolved","","","","","","2008-02-21"
"269","01031","Chromium, suspended sediment, recoverable, micrograms per liter","Chromium","ug/l","Suspended","","","","","","2008-02-21"
"270","01032","Chromium(VI), water, filtered, micrograms per liter","Chromium(VI)","ug/l","Dissolved","","","","","","2008-02-21"
"271","01033","Chromium(III), water, unfiltered, micrograms per liter","Chromium(III)","ug/l","Total","","","","","","2008-02-21"
"272","01034","Chromium, water, unfiltered, recoverable, micrograms per liter","Chromium","ug/l","Recoverable","","","","","","2008-02-21"
"273","01035","Cobalt, water, filtered, micrograms per liter","Cobalt","ug/l","Dissolved","","","","","","2008-09-23"
"274","01036","Cobalt, suspended sediment, recoverable, micrograms per liter","Cobalt","ug/l","Suspended","","","","","","2008-02-21"
"275","01037","Cobalt, water, unfiltered, recoverable, micrograms per liter","Cobalt","ug/l","Recoverable","","","","","","2008-02-21"
"276","01038","Cobalt, bed sediment, recoverable, dry weight, milligrams per kilogram","Cobalt","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"277","01040","Copper, water, filtered, micrograms per liter","Copper","ug/l","Dissolved","","","","","","2008-09-23"
"278","01041","Copper, suspended sediment, recoverable, micrograms per liter","Copper","ug/l","Suspended","","","","","","2008-02-21"
"279","01042","Copper, water, unfiltered, recoverable, micrograms per liter","Copper","ug/l","Recoverable","","","","","","2008-09-23"
"280","01043","Copper, bed sediment, recoverable, dry weight, milligrams per kilogram","Copper","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"281","01044","Iron, suspended sediment, recoverable, micrograms per liter","Iron","ug/l","Suspended","","","","","","2008-02-21"
"282","01045","Iron, water, unfiltered, recoverable, micrograms per liter","Iron","ug/l","Recoverable","","","","","","2008-09-23"
"283","01046","Iron, water, filtered, micrograms per liter","Iron","ug/l","Dissolved","","","","","","2008-09-23"
"284","01047","Iron(II), water, filtered, micrograms per liter","Iron, ion (Fe2+)","ug/l","Dissolved","","","","","","2008-02-21"
"285","01049","Lead, water, filtered, micrograms per liter","Lead","ug/l","Dissolved","","","","","","2008-09-23"
"286","01050","Lead, suspended sediment, recoverable, micrograms per liter","Lead","ug/l","Suspended","","","","","","2008-02-21"
"287","01051","Lead, water, unfiltered, recoverable, micrograms per liter","Lead","ug/l","Recoverable","","","","","","2008-02-21"
"288","01052","Lead, bed sediment, recoverable, dry weight, milligrams per kilogram","Lead","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"289","01053","Manganese, bed sediment, recoverable, dry weight, milligrams per kilogram","Manganese","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"290","01054","Manganese, suspended sediment, recoverable, micrograms per liter","Manganese","ug/l","Suspended","","","","","","2008-02-21"
"291","01055","Manganese, water, unfiltered, recoverable, micrograms per liter","Manganese","ug/l","Recoverable","","","","","","2008-02-21"
"292","01056","Manganese, water, filtered, micrograms per liter","Manganese","ug/l","Dissolved","","","","","","2008-09-23"
"293","01057","Thallium, water, filtered, micrograms per liter","Thallium","ug/l","Dissolved","","","","","","2008-09-23"
"294","01058","Thallium, suspended sediment, recoverable, micrograms per liter","Thallium","ug/l","Suspended","","","","","","2008-02-21"
"295","01059","Thallium, water, unfiltered, micrograms per liter","Thallium","ug/l","Total","","","","","","2008-02-21"
"296","01060","Molybdenum, water, filtered, micrograms per liter","Molybdenum","ug/l","Dissolved","","","","","","2008-09-23"
"297","01061","Molybdenum, suspended sediment, recoverable, micrograms per liter","Molybdenum","ug/l","Suspended","","","","","","2008-02-21"
"298","01062","Molybdenum, water, unfiltered, recoverable, micrograms per liter","Molybdenum","ug/l","Recoverable","","","","","","2008-02-21"
"299","01063","Molybdenum, bed sediment, recoverable, dry weight, milligrams per kilogram","Molybdenum","mg/kg","Bed Sediment","","","","Dry","","2010-09-24"
"300","01064","Tellurium, water, unfiltered, micrograms per liter","Tellurium","ug/l","Total","","","","","","2008-02-21"
